category,dates,description,title,avail seats,section,section status,days,times,credits,requires consent,instructor,room
Nursing,01/23/2017 - 05/08/2017," 8 sem. hrs. Prereq.: NURS 225, NURS 226, NURS 235, NURS 292, PSYC 101, and PSYC 237. Applies the concepts of the bio-psycho-social-cultural-developmental-spiritual sciences in developing, implementing, and evaluating nursing interventions for the childbearing family experiencing variances in functional health patterns. Emphasizes health management and sexuality/reproduction. Includes clinical experiences encompassing care of the high-risk and acutely and chronically ill young family in both acute and community settings. Dieujuste, Faller. ", NURS 247 - Variances in Health Patterns of the Childbearing Family ,4,01,Open,Monday,11:00AM-01:50PM,4.00,No,Ms. Colette Dieujuste,N/A
Nursing,01/23/2017 - 05/08/2017," 4 sem hrs. Prereq.: NURS 225, NURS 226, NURS 235, NURS 292, PSYC 101, and PSYC 237. Students will apply the concepts of bio-psychosocial- cultural-developmental-spiritual sciences in developing, implementing, and evaluatingnursing interventions for children and families.Using the functional health patterns as a framework, this course focuses on application of the nursing process with emphasis on nursing diagnosis diagnosis and outcomes. Addresses the integration of family and community as key concepts in health management. Clinical experiences will include care of the acutely and chronically ill child employing a family-centered approach. Berube, Faller. ", NURS 249 - Variances in Health Patterns of the Childrearing Family ,0,01,Wlst,Monday,08:00AM-10:50AM,4.00,No,Helen A. Bellenoit,N/A
Nursing,01/19/2017 - 05/04/2017, , NURS 331 - Pharmacology ,0,03,Wlst,"Tuesday, Thursday",03:00PM-04:50PM,4.00,No,Cathy Prevost,N/A
Nursing,01/19/2017 - 05/04/2017, , NURS 332 - Medical Surgical Nursing 1 ,6,03,Open,Thursday,11:00AM-01:50PM,4.00,No,Linda R. Moniz,N/A
Nursing,01/24/2017 - 05/02/2017," 4 sem. hrs. Prereq.: NURS 225, NURS 226, NURS 235, NURS 292, PSYC 101, and PSYC 237. Uses the concepts of the bio-psycho-social-cultural-developmental-spiritual sciences in developing, implementing, and evaluating nursing interventions for the client experiencing variances in functional health patterns related to psychiatric mental illness. Applies knowledge of functional health patterns that form the basis for the delivery of nursing care to those across the life span. Offers clinical experiences in in-patient and community psychiatric/mental health settings. Christoffersen, Lynch. ", NURS 348 - Variances in Health Patterns of Clients With Psychiatric and Mental Illness ,0,AC,Wlst,Tuesday,08:00AM-10:50AM,4.00,No,Jean Elizabeth Christoffersen,N/A
Nursing,01/18/2017 - 05/08/2017," 1 - 4 sem. hrs. Prereq.: Consent of the department. Offers an individualized opportunity to study an issue or topic relevant to the theory and/or practice of nursing. Utilizes library research, clinical research, or analysis of advanced clinical practice. Beal. ", NURS 350 - Independent Study ,19,01,Open,N/A,N/A,2.00,Yes,TBA,N/A
Nursing,01/23/2017 - 05/08/2017," 4 sem. hrs. Prereq.: NURS 225, NURS 226, NURS 292, NURS 235, NURS 249, pre- or co-requisites,and with NURS 238, NURS 348, NURS 247. Provides an overview of theoretical concepts related to community-based health care and family health. Applies concepts of health, health assessment, and therapeutic communication and interviewing within the context of the family and community. Focuses on assisting the student in the development of nursing skills necessary to promote health of families and communities. Gives attention to awareness of diversity, cultural sensitivity, and knowledge to enable the students to provide culturally competent nursing care. McGee, Teeley. "," NURS 387 - Nursing Care of Indiv,fam,comm ",0,01,Wlst,Monday,02:00PM-04:50PM,4.00,No,Karen Teeley,N/A
Nursing,01/24/2017 - 05/02/2017, This course in organ systems physiology is designed to teach the fundamentals of normal function that are essential to understanding clinical problems. Examples from pathophysiology are used to illustrate physiological concepts. This course includes all major organ systems. It assumes previous academic preparation in anatomy and physiology and an understanding of basic algebra and simple physiology. Discussion sessions and problem sets provide opportunities to synthesize content and discuss clinical problems. This course is only offered in the September semester and can be completed by non-degree students (excluding Direct Entry candidates and non U.S. citizens who must enroll full-time) to waive the GRE requirement for application if a grade of B or better is earned. (4 credits) , NURS 404 - Advanced Pathophysiology ,20,BL,Open,Tuesday,05:00PM-07:50PM,4.00,No,Sarah K. Volkman,N/A
Nursing,01/20/2017 - 05/05/2017," Content focuses on current concepts in the pharmacologic therapies of common health care problems seen in primary health care. Basic pathophysiology, clinical pharmacology, modes of therapy, and monitoring parametrics are explored. Diagnosis and management of health care problems and their treatment regimens are discussed. Case studies are utilized to clarify, reinforce, and correlate therapeutics with specific health care problems. (3 credits) ", NURS 422 - Adv. Pharm. Across Life Span I ,16,01,Open,Friday,11:00AM-01:50PM,3.00,No,Ms. Sarah R. Desmond,N/A
Nursing,01/19/2017 - 05/04/2017," In this course, which builds on Variances of Health Patterns of Adults and Elders I, students apply the concepts of the bio-psycho-social-cultural-developmental-spiritual sciences in developing, implementing, and evaluating nursing interventions for the adult and geriatric client experiencing variances in functional health patterns. There is a special emphasis on health management and metabolic patterns. Within a systems framework, opportunities are provided to deliver nursing care with increased depth, complexity, and independence to adult and elderly clients in acute care and community settings. (8 credits) ", NURS 438 - Var. Hlth Patt Adul/Elders II ,21,01,Open,Thursday,08:00AM-12:00PM,8.00,No,Donna Marie Glynn,N/A
Nursing,01/19/2017 - 05/04/2017," In this course, which builds on Variances of Health Patterns of Adults and Elders I, students apply the concepts of the bio-psycho-social-cultural-developmental-spiritual sciences in developing, implementing, and evaluating nursing interventions for the client experiencing psychiatric and mental illness. Students apply knowledge of functional health patterns that form the basis for the delivery of care to these clients across the life span. Clinical experiences will be offered in inpatient and community psychiatric/mental health settings where students have the opportunity to care for clients and participate in creating the therapeutic milieu. (4 credits) ", NURS 448 - Variance Hlth Pattern Psy/Ill ,24,01,Open,Thursday,02:00PM-04:50PM,4.00,No,Jean Elizabeth Christoffersen,N/A
