description,title,prerequisites,schedule_type,levels,link,department
"This laboratory course focuses on developing more complex skills needed to care for the pediatric, maternity and adult populations. Experience with simulation and the use of the electronic medical record are integrated with skills development. (This course requires a minimum of 45 hours of laboratory experience).",PNS 122 - Practical Nursing Lab II,,Lab,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PNS&crse_numb_in=122,Practical Nursing
"This course focuses on the delivery of holistic nursing care to culturally diverse patients with common physical and mental health problems. The role of the practical nurse as a participant in the development of a comprehensive plan of care is explored. Emphasis is placed on the concepts of disability prevention, rehabilitation and end of life care. (This course requires a minimum of 90 hours of classroom instruction).",PNS 130 - Practical Nursing III,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PNS&crse_numb_in=130,Practical Nursing
"This course builds on the theoretical and clinical foundation developed in Practical Nursing courses at level II. Clinical opportunities are providedto holistically care for patients with physical and mental health problems that may be acute or chronic. Within the role of the practical nurse, the concepts of delegation, collaboration and evaluation of patient care are also emphasized for entry into practice. (This course requires a minimum of 180 hours of clinical experience).PLEASE NOTE: CORI (Criminal Offender Record Information), CHRI (Criminal Records Central Repository) and/or SORI (Sex Offender Record Information) checks are required prior to participation in this course.Drug Screening: Students enrolled in this academic course may be required to pass a drug screening analysis.",PNS 131 - Practical Nursing Clinical III,,Clinical,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PNS&crse_numb_in=131,Practical Nursing
"Provides didactic instruction in the basics of Polysomnography Technology. Topics include related medical terminology, instrumentation setup and calibration, recording and monitoring techniques, documentation, professional issues, and patient-technologist interactions. Lab sessions provide entry-level hands on instruction.",PSG 101 - Polysomnography I,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PSG&crse_numb_in=101,Sleep Technology
"Provides didactic and laboratory instruction in more advanced aspects of polysomnography technology and expands on topics covered in Polysomnography I. Topics include sleep scoring and event recognition, CPAP titration, and specialty sleep studies. Lab sessions provide practical experience in the skills required to obtain and evaluate high quality sleep recordings.",PSG 102 - Polysomnography II,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PSG&crse_numb_in=102,Sleep Technology
"This course focuses on systemic physiology relevant to the role of a Sleep Technologist. Content includes neuroanatomy and physiology; sleep related endocrine functions, electrophysiology; cardiovascular and respiratory anatomy and physiology. The physiology necessary to understand various sleep disorders and provide therapeutic measures is emphasized.",PSG 105 - Physiology for Sleep Technologists,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PSG&crse_numb_in=105,Sleep Technology
"Provides didactic instruction in the basics of Polysomnography Technology. Topics include related medical terminology, instrumentation setup and calibration, recording and monitoring techniques, documentation, professional issues, and patient-technologist interactions.PLEASE NOTE: CORI (Criminal Offender Record Information), CHRI (Criminal Records Central Repository) and/or SORI (Sex Offender Record Information) checks are required prior to participation in this course.Drug Screening: Students enrolled in this academic course may be required to pass a drug screening analysis.",PSG 110 - Polysomnography Clinical I,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PSG&crse_numb_in=110,Sleep Technology
"Provides additional clinical instruction in advanced Polysomnography Technology applications and modalities. Topics include CPAP titration and specialty sleep tests.PLEASE NOTE: CORI (Criminal Offender Record Information), CHRI (Criminal Records Central Repository) and/or SORI (Sex Offender Record Information) checks are required prior to participation in this course.Drug Screening: Students enrolled in this academic course may be required to pass a drug screening analysis.",PSG 111 - Polysomnography Clinical II,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PSG&crse_numb_in=111,Sleep Technology
"Provides a background in fundamental respiratory procedures needed for the Polysomnography technologist including oxygen administration, humidification, and positive airway pressure.PLEASE NOTE: CORI (Criminal Offender Record Information), CHRI (Criminal Records Central Repository) and/or SORI (Sex Offender Record Information) checks are required prior to participation in this course.",PSG 120 - Therapeutic Procedures for Sleep Technologists,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PSG&crse_numb_in=120,Sleep Technology
"Introduces pediatric and geriatric sleep technology including indications for pediatric polysomnogram, scoring and event recognition. Topics covered include a review of electrode placement; the extended EEG montage for optimal pediatric polysomnography; seizure/discharge recognition and interpretation; childhood parasomnias; consequences of disturbed sleep; CPAP titration; pH studies (GERD), and infant sleep studies..Geriatric topics include sleep stage progression; parasomnias; the impact of disease progression on sleep and, movement disorders in the elderly.",PSG 122 - Sleep Disorders of Pediatrics and Special Populations,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PSG&crse_numb_in=122,Sleep Technology
"This course surveys the major areas of contemporary psychology and its applications to everyday life.Students will focus on psychological methods of inquiry while exploring the biological, cognitive and sociocultural factors that influence behavior.Topics include, but are not limited to, biological basis of behavior, cognition, learning, human development, personality, motivations and emotions, states of consciousness, sensory processes and psychopathology.",PSY 101 - Introduction to Psychology,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PSY&crse_numb_in=101,Behavioral Science
"This is an introductory course designed for those currently working with young children. Students will study the process of child growth and development from the prenatal period through early childhood and also the social context in which it occurs. Readings, discussions and assignments will focus on the practical application of developmental theories as well as the uniqueness of rates and patterns of growth with implications for guidance of children in the home, school and peer group contexts.",PSY 103 - Foundations of Child Growth and Development,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PSY&crse_numb_in=103,Behavioral Science
"This is an introductory course which examines the patterns and principles of human behavior in organizations. It will cover such areas as organizational structure, motivation, decision making, managerial style, conflict and communication. Course work will explore topics in a variety of organizational settings.",PSY 105 - Organizational Behavior,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PSY&crse_numb_in=105,Behavioral Science
"A survey course designed to help students understand psychological aspects of human development from conception through old age. Students will explore patters and sequences of physical, cognitive, social and psychological development. Discussions will deal with norms and variations that occur during the life cycle and with the roles that heredity, environment and social factors play in creating human development.This course is not recommended for psychology or social work majors. Please consult with the transfer institution regarding developmental psychology requirements.",PSY 110 - Lifespan Psychology,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=PSY&crse_numb_in=110,Behavioral Science
